district,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Bristol School District,2024,High Needs,412.0,360.0,87.4
Bristol School District,2024,Non-High Needs,206.0,202.0,98.1
Brookfield School District,2024,High Needs,92.0,79.0,85.9
Brookfield School District,2024,Non-High Needs,135.0,135.0,100.0
Canton School District,2024,High Needs,41.0,32.0,78.0
Canton School District,2024,Non-High Needs,73.0,72.0,98.6
Capital Preparatory Harbor School District,2024,High Needs,34.0,32.0,94.1
Capital Preparatory Harbor School District,2024,Non-High Needs,6.0,6.0,
Capitol Region Education Council,2024,High Needs,347.0,306.0,88.2
Capitol Region Education Council,2024,Non-High Needs,114.0,111.0,97.4
Cheshire School District,2024,High Needs,102.0,87.0,85.3
Cheshire School District,2024,Non-High Needs,192.0,189.0,98.4
Clinton School District,2024,High Needs,59.0,53.0,89.8
Clinton School District,2024,Non-High Needs,62.0,62.0,100.0
Colchester School District,2024,High Needs,58.0,50.0,86.2
Colchester School District,2024,Non-High Needs,96.0,95.0,99.0
Common Ground High School District,2024,High Needs,41.0,28.0,68.3
Common Ground High School District,2024,Non-High Needs,10.0,9.0,
Connecticut Technical Education and Career System,2024,High Needs,2062.0,1995.0,96.8
Connecticut Technical Education and Career System,2024,Non-High Needs,530.0,522.0,98.5
Coventry School District,2024,High Needs,37.0,33.0,89.2
Coventry School District,2024,Non-High Needs,65.0,64.0,98.5
Cromwell School District,2024,High Needs,55.0,47.0,85.5
Cromwell School District,2024,Non-High Needs,84.0,84.0,100.0
Danbury School District,2024,High Needs,674.0,482.0,71.5
Danbury School District,2024,Non-High Needs,250.0,220.0,88.0
Darien School District,2024,High Needs,95.0,86.0,90.5
Darien School District,2024,Non-High Needs,233.0,232.0,99.6
Derby School District,2024,High Needs,86.0,64.0,74.4
Derby School District,2024,Non-High Needs,26.0,23.0,88.5
East Granby School District,2024,High Needs,20.0,18.0,90.0
East Granby School District,2024,Non-High Needs,31.0,30.0,96.8
East Haddam School District,2024,High Needs,27.0,22.0,81.5
East Haddam School District,2024,Non-High Needs,40.0,40.0,100.0
East Hampton School District,2024,High Needs,42.0,38.0,90.5
East Hampton School District,2024,Non-High Needs,106.0,106.0,100.0
East Hartford School District,2024,High Needs,378.0,306.0,81.0
East Hartford School District,2024,Non-High Needs,121.0,116.0,95.9
East Haven School District,2024,High Needs,175.0,137.0,78.3
East Haven School District,2024,Non-High Needs,66.0,62.0,93.9
East Lyme School District,2024,High Needs,93.0,80.0,86.0
East Lyme School District,2024,Non-High Needs,156.0,155.0,99.4
East Windsor School District,2024,High Needs,43.0,35.0,81.4
East Windsor School District,2024,Non-High Needs,16.0,16.0,
Eastern Connecticut Regional Educational Service Center (EASTCONN),2024,High Needs,36.0,29.0,80.6
Eastern Connecticut Regional Educational Service Center (EASTCONN),2024,Non-High Needs,10.0,9.0,
Ellington School District,2024,High Needs,56.0,44.0,78.6
Ellington School District,2024,Non-High Needs,140.0,139.0,99.3
Elm City College Preparatory School District,2024,High Needs,40.0,31.0,77.5
Elm City College Preparatory School District,2024,Non-High Needs,12.0,9.0,
Enfield School District,2024,High Needs,227.0,194.0,85.5
Enfield School District,2024,Non-High Needs,184.0,175.0,95.1
Explorations District,2024,High Needs,16.0,9.0,
Explorations District,2024,Non-High Needs,7.0,6.0,
Fairfield School District,2024,High Needs,301.0,260.0,86.4
Fairfield School District,2024,Non-High Needs,517.0,515.0,99.6
Farmington School District,2024,High Needs,99.0,88.0,88.9
Farmington School District,2024,Non-High Needs,205.0,204.0,99.5
Glastonbury School District,2024,High Needs,117.0,105.0,89.7
Glastonbury School District,2024,Non-High Needs,323.0,321.0,99.4
Goodwin University Educational Services (GUES),2024,High Needs,92.0,73.0,79.3
Goodwin University Educational Services (GUES),2024,Non-High Needs,13.0,13.0,
Granby School District,2024,High Needs,39.0,32.0,82.1
Granby School District,2024,Non-High Needs,105.0,104.0,99.0
Great Oaks Charter School District,2024,High Needs,57.0,41.0,71.9
Great Oaks Charter School District,2024,Non-High Needs,9.0,8.0,
Greenwich School District,2024,High Needs,250.0,230.0,92.0
Greenwich School District,2024,Non-High Needs,402.0,397.0,98.8
Griswold School District,2024,High Needs,76.0,57.0,75.0
Griswold School District,2024,Non-High Needs,47.0,45.0,95.7
Groton School District,2024,High Needs,167.0,140.0,83.8
Groton School District,2024,Non-High Needs,100.0,95.0,95.0
Guilford School District,2024,High Needs,73.0,65.0,89.0
Guilford School District,2024,Non-High Needs,198.0,196.0,99.0
Hamden School District,2024,High Needs,304.0,242.0,79.6
Hamden School District,2024,Non-High Needs,172.0,160.0,93.0
Hartford School District,2024,High Needs,1130.0,878.0,77.7
Hartford School District,2024,Non-High Needs,143.0,123.0,86.0
Highville Charter School District,2024,High Needs,,,
Highville Charter School District,2024,Non-High Needs,,,
Killingly School District,2024,High Needs,77.0,58.0,75.3
Killingly School District,2024,Non-High Needs,74.0,71.0,95.9
Learn,2024,High Needs,60.0,57.0,95.0
Learn,2024,Non-High Needs,44.0,44.0,100.0
Lebanon School District,2024,High Needs,43.0,32.0,74.4
Lebanon School District,2024,Non-High Needs,40.0,37.0,92.5
Ledyard School District,2024,High Needs,98.0,87.0,88.8
Ledyard School District,2024,Non-High Needs,95.0,95.0,100.0
Litchfield School District,2024,High Needs,21.0,19.0,90.5
Litchfield School District,2024,Non-High Needs,40.0,40.0,100.0
Madison School District,2024,High Needs,43.0,37.0,86.0
Madison School District,2024,Non-High Needs,169.0,165.0,97.6
Manchester School District,2024,High Needs,301.0,243.0,80.7
Manchester School District,2024,Non-High Needs,138.0,125.0,90.6
Meriden School District,2024,High Needs,530.0,441.0,83.2
Meriden School District,2024,Non-High Needs,107.0,104.0,97.2
Middletown School District,2024,High Needs,190.0,160.0,84.2
Middletown School District,2024,Non-High Needs,130.0,128.0,98.5
Milford School District,2024,High Needs,212.0,183.0,86.3
Milford School District,2024,Non-High Needs,220.0,215.0,97.7
Monroe School District,2024,High Needs,66.0,57.0,86.4
Monroe School District,2024,Non-High Needs,199.0,197.0,99.0
Montville School District,2024,High Needs,69.0,57.0,82.6
Montville School District,2024,Non-High Needs,50.0,49.0,98.0
Naugatuck School District,2024,High Needs,233.0,195.0,83.7
Naugatuck School District,2024,Non-High Needs,112.0,107.0,95.5
New Britain School District,2024,High Needs,569.0,385.0,67.7
New Britain School District,2024,Non-High Needs,92.0,84.0,91.3
New Canaan School District,2024,High Needs,59.0,49.0,83.1
New Canaan School District,2024,Non-High Needs,257.0,255.0,99.2
New Fairfield School District,2024,High Needs,62.0,56.0,90.3
New Fairfield School District,2024,Non-High Needs,120.0,120.0,100.0
New Haven School District,2024,High Needs,1245.0,864.0,69.4
New Haven School District,2024,Non-High Needs,275.0,238.0,86.5
New London School District,2024,High Needs,225.0,174.0,77.3
New London School District,2024,Non-High Needs,12.0,12.0,
New Milford School District,2024,High Needs,173.0,136.0,78.6
New Milford School District,2024,Non-High Needs,155.0,148.0,95.5
Newington School District,2024,High Needs,163.0,146.0,89.6
Newington School District,2024,Non-High Needs,176.0,176.0,100.0
Newtown School District,2024,High Needs,106.0,101.0,95.3
Newtown School District,2024,Non-High Needs,239.0,235.0,98.3
North Branford School District,2024,High Needs,40.0,40.0,100.0
North Branford School District,2024,Non-High Needs,61.0,59.0,96.7
North Haven School District,2024,High Needs,81.0,70.0,86.4
North Haven School District,2024,Non-High Needs,152.0,148.0,97.4
North Stonington School District,2024,High Needs,17.0,15.0,
North Stonington School District,2024,Non-High Needs,30.0,29.0,96.7
Norwalk School District,2024,High Needs,729.0,656.0,90.0
Norwalk School District,2024,Non-High Needs,288.0,286.0,99.3
Norwich Free Academy District,2024,High Needs,355.0,299.0,84.2
Norwich Free Academy District,2024,Non-High Needs,180.0,179.0,99.4
Old Saybrook School District,2024,High Needs,30.0,27.0,90.0
Old Saybrook School District,2024,Non-High Needs,52.0,51.0,98.1
Oxford School District,2024,High Needs,41.0,34.0,82.9
Oxford School District,2024,Non-High Needs,92.0,91.0,98.9
Plainfield School District,2024,High Needs,87.0,65.0,74.7
Plainfield School District,2024,Non-High Needs,49.0,45.0,91.8
Plainville School District,2024,High Needs,104.0,94.0,90.4
Plainville School District,2024,Non-High Needs,67.0,66.0,98.5
Plymouth School District,2024,High Needs,67.0,63.0,94.0
Plymouth School District,2024,Non-High Needs,40.0,38.0,95.0
Portland School District,2024,High Needs,31.0,21.0,67.7
Portland School District,2024,Non-High Needs,43.0,42.0,97.7
Putnam School District,2024,High Needs,,,
Putnam School District,2024,Non-High Needs,,,
Regional School District 01,2024,High Needs,33.0,30.0,90.9
Regional School District 01,2024,Non-High Needs,25.0,25.0,100.0
Regional School District 04,2024,High Needs,67.0,61.0,91.0
Regional School District 04,2024,Non-High Needs,75.0,75.0,100.0
Regional School District 05,2024,High Needs,99.0,90.0,90.9
Regional School District 05,2024,Non-High Needs,250.0,247.0,98.8
Regional School District 06,2024,High Needs,45.0,44.0,97.8
Regional School District 06,2024,Non-High Needs,47.0,47.0,100.0
Regional School District 07,2024,High Needs,47.0,45.0,95.7
Regional School District 07,2024,Non-High Needs,80.0,80.0,100.0
Regional School District 08,2024,High Needs,67.0,57.0,85.1
Regional School District 08,2024,Non-High Needs,152.0,150.0,98.7
Regional School District 09,2024,High Needs,58.0,50.0,86.2
Regional School District 09,2024,Non-High Needs,136.0,134.0,98.5
Regional School District 10,2024,High Needs,45.0,42.0,93.3
Regional School District 10,2024,Non-High Needs,104.0,103.0,99.0
Regional School District 11,2024,High Needs,,,
Regional School District 11,2024,Non-High Needs,,,
Regional School District 12,2024,High Needs,36.0,33.0,91.7
Regional School District 12,2024,Non-High Needs,42.0,41.0,97.6
Regional School District 13,2024,High Needs,36.0,31.0,86.1
Regional School District 13,2024,Non-High Needs,55.0,55.0,100.0
Regional School District 14,2024,High Needs,64.0,61.0,95.3
Regional School District 14,2024,Non-High Needs,94.0,91.0,96.8
Regional School District 15,2024,High Needs,82.0,77.0,93.9
Regional School District 15,2024,Non-High Needs,185.0,182.0,98.4
Regional School District 16,2024,High Needs,46.0,37.0,80.4
Regional School District 16,2024,Non-High Needs,103.0,102.0,99.0
Regional School District 17,2024,High Needs,39.0,35.0,89.7
Regional School District 17,2024,Non-High Needs,99.0,98.0,99.0
Regional School District 18,2024,High Needs,29.0,25.0,86.2
Regional School District 18,2024,Non-High Needs,80.0,79.0,98.8
Regional School District 19,2024,High Needs,120.0,106.0,88.3
Regional School District 19,2024,Non-High Needs,151.0,148.0,98.0
Ridgefield School District,2024,High Needs,99.0,85.0,85.9
Ridgefield School District,2024,Non-High Needs,266.0,265.0,99.6
Rocky Hill School District,2024,High Needs,65.0,57.0,87.7
Rocky Hill School District,2024,Non-High Needs,114.0,113.0,99.1
Seymour School District,2024,High Needs,69.0,52.0,75.4
Seymour School District,2024,Non-High Needs,71.0,69.0,97.2
Shelton School District,2024,High Needs,164.0,138.0,84.1
Shelton School District,2024,Non-High Needs,155.0,154.0,99.4
Simsbury School District,2024,High Needs,120.0,109.0,90.8
Simsbury School District,2024,Non-High Needs,197.0,196.0,99.5
Somers School District,2024,High Needs,28.0,22.0,78.6
Somers School District,2024,Non-High Needs,86.0,83.0,96.5
South Windsor School District,2024,High Needs,106.0,97.0,91.5
South Windsor School District,2024,Non-High Needs,212.0,212.0,100.0
Southington School District,2024,High Needs,196.0,161.0,82.1
Southington School District,2024,Non-High Needs,296.0,288.0,97.3
Stafford School District,2024,High Needs,43.0,42.0,97.7
Stafford School District,2024,Non-High Needs,60.0,59.0,98.3
Stamford School District,2024,High Needs,940.0,700.0,74.5
Stamford School District,2024,Non-High Needs,389.0,356.0,91.5
Stonington School District,2024,High Needs,56.0,48.0,85.7
Stonington School District,2024,Non-High Needs,81.0,80.0,98.8
Stratford School District,2024,High Needs,409.0,361.0,88.3
Stratford School District,2024,Non-High Needs,207.0,199.0,96.1
Suffield School District,2024,High Needs,66.0,59.0,89.4
Suffield School District,2024,Non-High Needs,133.0,133.0,100.0
The Bridge Academy District,2024,High Needs,,,
The Bridge Academy District,2024,Non-High Needs,,,
The Gilbert School District,2024,High Needs,44.0,35.0,79.5
The Gilbert School District,2024,Non-High Needs,19.0,18.0,
The Woodstock Academy District,2024,High Needs,38.0,31.0,81.6
The Woodstock Academy District,2024,Non-High Needs,199.0,196.0,98.5
Thomaston School District,2024,High Needs,25.0,23.0,92.0
Thomaston School District,2024,Non-High Needs,20.0,20.0,100.0
Thompson School District,2024,High Needs,35.0,29.0,82.9
Thompson School District,2024,Non-High Needs,25.0,25.0,100.0
Tolland School District,2024,High Needs,52.0,47.0,90.4
Tolland School District,2024,Non-High Needs,136.0,136.0,100.0
Torrington School District,2024,High Needs,195.0,138.0,70.8
Torrington School District,2024,Non-High Needs,76.0,69.0,90.8
Trumbull School District,2024,High Needs,208.0,188.0,90.4
Trumbull School District,2024,Non-High Needs,346.0,341.0,98.6
Unified School District #1,2024,High Needs,46.0,,
Vernon School District,2024,High Needs,160.0,133.0,83.1
Vernon School District,2024,Non-High Needs,92.0,91.0,98.9
Wallingford School District,2024,High Needs,200.0,166.0,83.0
Wallingford School District,2024,Non-High Needs,216.0,212.0,98.1
Waterbury School District,2024,High Needs,1105.0,934.0,84.5
Waterbury School District,2024,Non-High Needs,158.0,148.0,93.7
Waterford School District,2024,High Needs,77.0,63.0,81.8
Waterford School District,2024,Non-High Needs,100.0,98.0,98.0
Watertown School District,2024,High Needs,106.0,83.0,78.3
Watertown School District,2024,Non-High Needs,97.0,94.0,96.9
West Hartford School District,2024,High Needs,300.0,249.0,83.0
West Hartford School District,2024,Non-High Needs,445.0,438.0,98.4
West Haven School District,2024,High Needs,385.0,329.0,85.5
West Haven School District,2024,Non-High Needs,133.0,130.0,97.7
Westbrook School District,2024,High Needs,28.0,25.0,89.3
Westbrook School District,2024,Non-High Needs,23.0,23.0,100.0
Weston School District,2024,High Needs,38.0,31.0,81.6
Weston School District,2024,Non-High Needs,144.0,143.0,99.3
Westport School District,2024,High Needs,100.0,85.0,85.0
Westport School District,2024,Non-High Needs,327.0,324.0,99.1
Wethersfield School District,2024,High Needs,113.0,101.0,89.4
Wethersfield School District,2024,Non-High Needs,160.0,158.0,98.8
Wilton School District,2024,High Needs,75.0,69.0,92.0
Wilton School District,2024,Non-High Needs,239.0,238.0,99.6
Windham School District,2024,High Needs,149.0,117.0,78.5
Windham School District,2024,Non-High Needs,14.0,13.0,
Windsor Locks School District,2024,High Needs,58.0,47.0,81.0
Windsor Locks School District,2024,Non-High Needs,48.0,47.0,97.9
Windsor School District,2024,High Needs,179.0,142.0,79.3
Windsor School District,2024,Non-High Needs,118.0,111.0,94.1
Wolcott School District,2024,High Needs,91.0,75.0,82.4
Wolcott School District,2024,Non-High Needs,73.0,73.0,100.0
Achievement First Bridgeport Academy District,2025,High Needs,,,
Achievement First Bridgeport Academy District,2025,Non-High Needs,,,
Achievement First Hartford Academy District,2025,High Needs,44.0,38.0,86.4
Achievement First Hartford Academy District,2025,Non-High Needs,14.0,14.0,
Amistad Academy District,2025,High Needs,56.0,45.0,80.4
Amistad Academy District,2025,Non-High Needs,9.0,9.0,
Ansonia School District,2025,High Needs,125.0,96.0,76.8
Ansonia School District,2025,Non-High Needs,35.0,33.0,94.3
